,movieId,director
5325,8860,Forest Whitaker
5326,8861,Joseph Ruben
5327,8864,Walter Salles
5328,8865,Edgar Wright
5329,8866,Daniel Mann
5330,8869,Sidney Lumet
5331,8870,Peter Bogdanovich
5332,8873,Michael Anderson
5333,8874,Ridley Scott
5334,8875,Ruggero Deodato
5335,8879,Bibo Bergeron
5336,8880,Jay Russell
5337,8894,David O. Russell
5338,8905,Sean McNamara
5339,8906,Tim Story
5340,8907,Shane Carruth
5341,8908,Richard Eyre
5342,8910,Peter Chelsom
5343,8911,Trey Parker
5344,8912,Michael Clancy
5345,8914,Dylan Kidd
5346,8915,George Seaton
5347,8916,Daniel Mann
5348,8917,Roman Polanski
5349,8918,Denys Arcand
5350,8919,Bruce W. Smith
5351,8920,Peter Berg
5352,8921,Jonathan Caouette
5353,8928,Omar Naim
5354,8933,István Szabó
5355,8934,Mike Mitchell
5356,8937,Takashi Shimizu
5357,8938,Charles Shyer
5358,8939,Alexander Payne
5359,8943,Brad Anderson
5360,8946,Mike Leigh
5361,8947,Scott Smith
5362,8948,Antoine Fuqua
5363,8949,David Gordon Green
5364,8950,James Wan
5365,8951,Taylor Hackford
5366,8952,Jonathan Glazer
5367,8954,Brad Bird
5368,8955,Franco Zeffirelli
5369,8957,Robert Zemeckis
5370,8958,Bill Condon
5371,8959,Don Mancini
5372,8961,Brett Ratner
5373,8964,Beeban Kidron
5374,8965,Marc Forster
5375,8966,Jon Turteltaub
5376,8967,Pedro Almodóvar
5377,8968,Stephen Hillenburg
5378,8969,Oliver Stone
5379,8970,Joe Roth
5380,8972,Robert Stone
5381,8973,Mike Nichols
5382,8974,Paul Feig
5383,8977,Yimou Zhang
5384,8978,Steven Soderbergh
5385,8979,David S. Goyer
5386,8981,Joseph Mealey
5387,8982,George Abbott
5388,8983,Jack Haley Jr.
5389,8984,Simon Wincer
5390,8985,Robert Lieberman
5391,8987,Joe May
5392,8989,Yann Samuell
5393,8998,Jehane Noujaim
5394,9004,Wallace Worsley
5395,9005,Buster Keaton
5396,9008,Fred C. Newmeyer
5397,9010,Erich von Stroheim
5398,9018,Alan Crosland
5399,25746,Charles Reisner
5400,25750,Luis Buñuel
5401,25752,Mervyn LeRoy
5402,25753,Jean Renoir
5403,25757,Howard Hawks
5404,25769,George Cukor
5405,25771,Mervyn LeRoy
5406,25773,Jean Vigo
5407,25782,Fritz Lang
5408,25788,Jack Conway
5409,25795,Frank Capra
5410,25797,George Cukor
5411,25805,Victor Fleming
5412,25825,Gregory La Cava
5413,25826,George Cukor
5414,25827,Raoul Walsh
5415,25833,William Wyler
5416,25834,William Wyler
5417,25841,Alexander Hall
5418,25850,Mervyn LeRoy
5419,25855,Julien Duvivier
5420,25856,Carl Theodor Dreyer
5421,25865,Preston Sturges
5422,25870,Vincent Sherman
5423,25886,David Lean
5424,25887,Orson Welles
5425,25898,Charles Walters
5426,25905,Orson Welles
5427,25906,George Sidney
5428,25923,Preston Sturges
5429,25927,Joseph L. Mankiewicz
5430,25937,George Sidney
5431,25940,Compton Bennett
5432,25946,Luis Buñuel
5433,25947,George Cukor
5434,25952,Laslo Benedek
5435,25959,Orson Welles
5436,25962,Alain Resnais
5437,25963,George Seaton
5438,25996,Masaki Kobayashi
5439,25999,Robert Bresson
5440,26002,Mikio Naruse
5441,26003,Masaki Kobayashi
5442,26038,Otto Preminger
5443,26048,Masaki Kobayashi
5444,26052,Morton DaCosta
5445,26059,Lewis Milestone
5446,26073,Jean-Luc Godard
5447,26078,Robert Aldrich
5448,26082,Kaneto Shindô
5449,26084,Byron Haskin
5450,26085,Gillo Pontecorvo
5451,26095,Bill Melendez
5452,26116,Sam Peckinpah
5453,26122,Fred Coe
5454,26124,Andrei Tarkovsky
5455,26131,Robert Bresson
5456,26133,Leslie H. Martinson
5457,26142,Jirí Menzel
5458,26147,Seijun Suzuki
5459,26150,Seijun Suzuki
5460,26151,Jacques Tati
5461,26152,John Boorman
5462,26158,Frederick Wiseman
5463,26159,René Goscinny
5464,26169,Leonid Gaidai
5465,26171,Jean-Luc Godard
5466,26172,Melville Shavelson
5467,26176,Éric Rohmer
5468,26183,Donald Cammell
5469,26184,Vladimir Motyl
5470,26195,Michelangelo Antonioni
5471,26198,Steven Spielberg
5472,26225,Enzo Barboni
5473,26231,Alejandro Jodorowsky
5474,26236,Robert Fuest
5475,26237,Don Siegel
5476,26242,John Carpenter
5477,26249,Brian De Palma
5478,26258,Paul Verhoeven
5479,26265,Robert Altman
5480,26283,Just Jaeckin
5481,26285,H.B. Halicki
5482,26303,Alejandro Jodorowsky
5483,26308,René Goscinny
5484,26313,John Frankenheimer
5485,26317,Michelangelo Antonioni
5486,26322,Dan Curtis
5487,26326,Bernardo Bertolucci
5488,26340,Richard T. Heffron
5489,26344,Barbara Kopple
5490,26347,Arthur Hiller
5491,26350,Mel Brooks
5492,26357,Martin Scorsese
5493,26359,Herbert Ross
5494,26365,Cheh Chang
5495,26366,John Woo
5496,26375,Robert S. Fiveson
5497,26386,Woo-Ping Yuen
5498,26391,Milos Forman
5499,26394,Stan Dragoti
5500,26399,John Badham
5501,26401,Nicholas Meyer
5502,26409,Bruce Gowers
5503,26413,Gregory Nava
5504,26422,Joe Dante
5505,26429,Leos Carax
5506,26444,Richard Franklin
5507,26453,John Korty
5508,26464,Charles E. Sellier Jr.
5509,26467,Rob Epstein
5510,26471,Pedro Almodóvar
5511,26472,Volker Schlöndorff
5512,26492,Jim Wheat
5513,26498,Jackie Chan
5514,26504,Geoff Murphy
5515,26510,John Landis
5516,26523,Taylor Hackford
5517,26524,Bertrand Tavernier
5518,26527,Harold Ramis
5519,26528,Andrei Tarkovsky
5520,26539,John Woo
5521,26542,Don Jurwich
5522,26547,Donald G. Jackson
5523,26554,Pedro Almodóvar
5524,26555,John Carpenter
5525,26562,Siu-Tung Ching
5526,26564,John Woo
5527,26567,Robert M. Young
5528,26578,Stephen Chiodo
5529,26585,Jerry Kramer
5530,26587,Jan Svankmajer
5531,26590,Étienne Chatiliez
5532,26593,Hayao Miyazaki
5533,26599,John Cornell
5534,26603,John Waters
5535,26606,John Woo
5536,26612,Sidney Poitier
5537,26614,Yimou Zhang
5538,26622,Peter Medak
5539,26629,Sheldon Lettich
5540,26630,Jonathan Lynn
5541,26631,Mamoru Oshii
5542,26645,Phil Joanou
5543,26649,Michael Apted
5544,26662,Kar-Wai Wong
5545,26676,E. Elias Merhige
5546,26680,Peter Faiman
5547,26681,Fax Bahr
5548,26686,Roberto Benigni
5549,26693,Ngai Choi Lam
5550,26694,Stewart Raffill
5551,26695,Isao Takahata
5552,26696,Norman Jewison
5553,26700,Simon Wincer
5554,26701,Albert Pyun
5555,26704,Jing Wong
5556,26712,Hayao Miyazaki
5557,26713,Gianni Amelio
5558,26717,Sidney J. Furie
5559,26726,Arne Glimcher
5560,26729,David Seltzer
5561,26732,Aaron Norris
5562,26736,Claude Sautet
5563,26741,Arnold Glassman
5564,26743,Rolf de Heer
5565,26745,Glenn Jordan
5566,26750,Stuart Gordon
5567,26761,Michael Gottlieb
5568,26764,Stephen Frears
5569,26765,Takeshi Kitano
5570,26776,Bradford May
5571,26777,Tom Stern
5572,26778,Gordon Chan
5573,26782,David S. Ward
5574,26791,Steve Miner
5575,26792,Giuseppe Tornatore
5576,26796,Markku Pölönen
5577,26797,Tab Murphy
5578,26810,Yoshifumi Kondô
5579,26812,Gisaburô Sugii
5580,26819,Éric Rohmer
5581,26828,Betty Thomas
5582,26838,Nicolas Winding Refn
5583,26840,Diarmuid Lawrence
5584,26849,Jim Sheridan
5585,26854,Harmony Korine
5586,26861,Gabriele Salvatores
5587,26865,Darrell Rooney
5588,26870,Graham Baker
5589,26871,Benjamin Ross
5590,26875,Scott Spiegel
5591,26887,Michael Cristofer
5592,26900,Skip Woods
5593,26901,Benny Chan
5594,26903,Leslie Libman
5595,26913,Dave Payne
5596,26928,Uli Edel
5597,26940,Nicolas Winding Refn
5598,26947,Pitof
5599,26958,Turi Meyer
5600,26965,Toshihiko Masuda
5601,26974,Hideaki Anno
5602,26985,Tony Silver
5603,26999,Fatih Akin
5604,27002,Michel Ocelot
5605,27003,Gérard Krawczyk
5606,27006,Jane Anderson
5607,27008,Abbas Kiarostami
5608,27020,Kar-Wai Wong
5609,27022,Jonathan Parker
5610,27032,Curt Geda
5611,27036,Takashi Miike
5612,27074,Ben Hopkins
5613,27075,SABU
5614,27105,Joe Berlinger
5615,27124,Alain Chabat
5616,27134,Karen Disher
5617,27140,Saul Metzstein
5618,27155,Billy Crystal
5619,27156,Park Chan-Wook
5620,27176,Liliana Cavani
5621,27178,Josef Fares
5622,27186,Lynn Hershman-Leeson
5623,27193,Teddy Chan
5624,27246,Jaume Balagueró
5625,27251,Hiroyuki Kitakubo
5626,27255,Jan Kounen
5627,27266,Morgan J. Freeman
5628,27306,Mark Mylod
5629,27311,Takashi Miike
5630,27317,Andrzej Sekula
5631,27320,Kiyoshi Kurosawa
5632,27328,Ulrich Seidl
5633,27329,Jae-young Kwak
5634,27368,Vincenzo Natali
5635,27369,Nick Hurran
5636,27370,Takashi Miike
5637,27373,Michael Dowse
5638,27397,Takashi Miike
5639,27408,Jean-Baptiste Andrea
5640,27416,Park Chan-Wook
5641,27420,Lee Demarbre
5642,27426,Sion Sono
5643,27434,Peter Hyams
5644,27441,Bradley Raymond
5645,27450,Chang-dong Lee
5646,27473,Gabriele Muccino
5647,27478,Peter Chung
5648,27480,Vincent Gallo
5649,27482,Takashi Shimizu
5650,27491,Greg Marcks
5651,27513,S.S. Wilson
5652,27523,Damon Santostefano
5653,27537,Olivier Dahan
5654,27539,Bruce Beresford
5655,27549,Hugo Rodríguez
5656,27555,Kenta Fukasaku
5657,27563,Ringo Lam
5658,27584,Brad Silberling
5659,27592,Anders Thomas Jensen
5660,27595,Jean-Pierre Jeunet
5661,27604,Pen-Ek Ratanaruang
5662,27611,Mamoru Oshii
5663,27618,Hiroyuki Morita
5664,27619,Yôji Yamada
5665,27627,Ferzan Ozpetek
5666,27644,Brett Sullivan
5667,27660,Mark Hamill
5668,27664,Patrice Leconte
5669,27667,Debra Granik
5670,27674,Takashi Shimizu
5671,27683,Park Chan-Wook
5672,27685,Cédric Kahn
5673,27689,Grant Harvey
5674,27692,Takashi Miike
5675,27695,John Maybury
5676,27704,Danny Boyle
5677,27705,Phil Tippett
5678,27706,Prachya Pinkaew
5679,27708,Andrew Lau
5680,27716,Alejandro Amenábar
5681,27721,James L. Brooks
5682,27722,Christophe Barratier
5683,27728,Ryan Little
5684,27731,Byambasuren Davaa
5685,27741,Sydney Pollack
5686,27744,Chris Kentis
5687,27746,Ian Iqbal Rashid
5688,27751,John Landis
5689,27762,Rowdy Herrington
5690,27768,Matthew Vaughn
5691,27769,Andrey Zvyagintsev
5692,27772,John Moore
5693,27773,Jacob Estes
5694,27776,Hideo Nakata
5695,27778,Mark Achbar
5696,27784,Dan Ollman
5697,27788,Ryûhei Kitamura
5698,27790,Brad McGann
5699,27793,Je-kyu Kang
5700,27801,Joe Berlinger
5701,27802,Zana Briski
5702,27803,Ondi Timoner
5703,27808,Stacy Peralta
5704,27815,William Arntz
5705,27816,Richard Linklater
5706,27820,Kazuaki Kiriya
5707,27821,Robert Greenwald
5708,27822,Clint Eastwood
5709,27826,Takashi Miike
5710,27829,Terry George
5711,27830,Tim Burton
5712,27831,Kim Ki-duk
5713,27834,Wes Anderson
5714,27837,Martin Scorsese
5715,27838,Joel Schumacher
5716,27839,Kevin Spacey
5717,27846,Nicole Kassell
5718,27850,Paul Weitz
5719,27865,Jay Roach
5720,27866,Niels Mueller
5721,27869,Shainee Gabel
5722,27873,Michael Radford
5723,27878,Joel Zwick
5724,27879,Gianni Amelio
5725,27882,Jessica Yu
5726,27899,Geoffrey Sax
5727,27904,Mike Binder
5728,27905,Walter Bernstein
5729,27912,Alan Alda
5730,30707,George Stevens
5731,30745,Joyce Chopra
5732,30749,Malcolm Mowbray
5733,30793,Bob Rafelson
5734,30803,Kinji Fukasaku
5735,30810,Bronwen Hughes
5736,30812,Dan Harris
5737,30816,Howard Hawks
5738,30818,Francis Veber
5739,30820,Ralph Bakshi
5740,30822,Stephen Hopkins
5741,30825,Shinji Aramaki
5742,30846,John Lounsbery
5743,30848,Rob Bowman
5744,30850,Frederik Du Chau
5745,30883,Thomas Carter
5746,30890,Norman Taurog
5747,30892,Busby Berkeley
5748,30894,Luchino Visconti
5749,30898,Bong Joon Ho
5750,30994,Adam Rifkin
5751,31000,Oliver Hirschbiegel
5752,31030,Jean-François Richet
5753,31038,Brian Levant
5754,31049,Uwe Boll
5755,31083,John Polson
5756,31086,Stephen Kay
5757,31101,Clare Kilner
5758,31114,Damien O'Donnell
5759,31116,Hirokazu Koreeda
5760,31123,Mitch Rouse
5761,31150,Rainer Werner Fassbinder
5762,31162,Jacques Becker
5763,31184,James Yukich
5764,31193,Jacques Becker
5765,31221,Ye Lou
5766,31223,Anthony Mann
5767,31225,Hayao Miyazaki
5768,31260,Katsuhiro Ôtomo
5769,31297,Vincent Kok
5770,31309,Andy Tennant
5771,31364,Robert Shallcross
5772,31367,Gurinder Chadha
5773,31410,Francis Lawrence
5774,31420,Lawrence Guterman
5775,31422,Wayne Wang
5776,31424,Bahman Ghobadi
5777,31427,Otto Preminger
5778,31431,Timur Bekmambetov
5779,31433,William A. Seiter
5780,31435,Stephen Herek
5781,31437,Stephen Chow
5782,31445,Ondrej Trojan
5783,31522,Manny Coto
5784,31545,Herbert Ross
5785,31553,Richard Lester
5786,31590,Richard Lester
5787,31610,Nimród Antal
5788,31617,Roberto Rossellini
5789,31658,Darren Grant
5790,31660,Wes Craven
5791,31664,Adam Shankman
5792,31685,F. Gary Gray
5793,31692,Petra Epperlein
5794,31694,Florent-Emilio Siri
5795,31696,Chris Wedge
5796,31698,Michael Apted
5797,31700,Paul Leni
5798,31702,Paul Bogart
5799,31737,Carol Reed
5800,31804,Howard Hawks
5801,31851,Louis Malle
5802,31867,Ernie Barbarash
5803,31878,Fred Zinnemann
5804,31903,Jannik Johansen
5805,31909,Tim Fywell
5806,31921,Woody Allen
5807,31923,Joe Maggio
5808,31925,John Pasquin
5809,31952,Kevin Rodney Sullivan
5810,31973,Angela Robinson
5811,32009,Christopher Browne
5812,32011,Zak Penn
5813,32017,Henry Hathaway
5814,32019,Kihachi Okamoto
5815,32022,Álex de la Iglesia
5816,32029,William Dear
5817,32031,Jonathan Lynn
5818,32058,Isao Takahata
5819,32060,Thomas Jahn
5820,32116,Michael Curtiz
5821,32139,King Hu
5822,32160,Alex Cox
5823,32179,Amber Lee Connors
5824,32213,Judy Irving
5825,32234,Rebecca Miller
5826,32243,Frank Miller
5827,32289,Bille Woodruff
5828,32291,Breck Eisner
5829,32294,Bobby Farrelly
5830,32296,Michelangelo Antonioni
5831,32298,Alain Resnais
5832,32300,James William Guercio
5833,32302,Ettore Scola
5834,32314,Frédéric Back
5835,32371,Étienne Chatiliez
5836,32387,Gary Preisler
5837,32392,Nicolas Gessner
5838,32440,Norio Tsuruta
5839,32442,Susanne Bier
5840,32456,Leontine Sagan
5841,32460,Howard Morris
5842,32469,Jacques Tati
5843,32511,Andrei Tarkovsky
5844,32515,Georges Méliès
5845,32554,Larisa Shepitko
5846,32582,David Carson
5847,32584,Vittorio De Sica
5848,32587,Garth Jennings
5849,32589,Andrew Douglas
5850,32596,Bill Plympton
5851,32598,Dennis Gansel
5852,32600,Robert Aldrich
5853,32620,Damon Dash
5854,32632,Todd Solondz
5855,32649,Nigel Cole
5856,32657,Jeffrey W. Byrd
5857,32659,Alex Gibney
5858,32666,Lee Tamahori
5859,32728,Ridley Scott
5860,32743,Jaume Collet-Serra
5861,32770,Paul Haggis
5862,32799,Gregg Araki
5863,32862,Mel Damski
5864,32875,Manuel Gómez Pereira
5865,32892,W.S. Van Dyke
5866,32898,Toyoo Ashida
5867,32906,Éléonore Faucher
5868,32914,Robert Florey
5869,32917,Thomas Vinterberg
5870,33004,Thom Andersen
5871,33085,Louis Leterrier
5872,33090,George Lucas
5873,33124,Jesse Dylan
5874,33126,Robert Luketic
5875,33132,Charles Martin Smith
5876,33138,Pietro Germi
5877,33145,Eric Darnell
5878,33148,Rob Bowman
5879,33154,Marilyn Agrelo
5880,33158,Paul Schrader
5881,33162,Peter Segal
5882,33164,Alice Wu
5883,33166,Ron Howard
5884,33171,Ken Kwapis
5885,33188,Catherine Hardwicke
5886,33201,Don Argott
5887,33237,Doug Liman
5888,33294,Robert Rodriguez
5889,33310,Alexandre Aja
5890,33312,Michael Dowse
5891,33421,Lawrence Jordan
5892,33435,Mervyn LeRoy
5893,33437,Christopher Nolan
5894,33493,Ryûhei Kitamura
5895,33495,Mark Rosman
5896,33499,Michael McGowan
5897,33558,Angela Robinson
5898,33564,George A. Romero
5899,33615,Nora Ephron
5900,33629,David LaChapelle
5901,33639,Miranda July
5902,33644,Álex de la Iglesia
5903,33646,Fruit Chan
5904,33649,Hans Weingartner
5905,33660,Henry Winkler
5906,33669,Edward Buzzell
5907,33672,Steven Spielberg
5908,33677,Luc Jacquet
5909,33679,Steve Carr
5910,33681,Walter Salles
5911,33683,Jacques Audiard
5912,33725,Tim Story
5913,33779,Henry Alex Rubin
5914,33781,David Dobkin
5915,33794,Don Roos
5916,33801,Craig Brewer
5917,33815,Richard Stanley
5918,33826,Alex De Rakoff
5919,33830,Michael Bay
5920,33834,Richard Linklater
5921,33836,Rob Zombie
5922,33838,Gus Van Sant
5923,33880,Greg Harrison
5924,33893,Mike Mitchell
5925,33896,Rob Cohen
5926,33903,Gary David Goldberg
5927,33966,Penn Jillette
5928,34018,Silvio Narizzano
5929,34048,Sheldon Lettich
5930,34072,Joss Whedon
5931,34129,Jim Jarmusch
5932,34143,Jackie Chan
5933,34148,Anthony Asquith
5934,34150,Jay Chandrasekhar
5935,34153,Arie Posin
5936,34162,Phil Morrison
5937,34164,Mike Bigelow
5938,34271,Iain Softley
5939,34292,John Singleton
5940,34312,John Dahl
5941,34319,Marcos Siega
5942,34321,Werner Herzog
5943,34323,George Bowers
5944,34326,Nicolas Winding Refn
5945,34330,Carroll Ballard
5946,34332,Joy Batchelor
5947,34334,Daniel Mann
5948,34336,Judd Apatow
5949,34338,Wes Craven
5950,34359,Michael Haneke
5951,34397,Claude Zidi
5952,34405,Georgiy Daneliya
5953,34437,Gary Chapman
5954,34450,Terry Gilliam
5955,34482,Michael Showalter
5956,34520,Bruce Hunt
5957,34523,Fernando Meirelles
5958,34528,Louis Leterrier
5959,34530,Mark Waters
5960,34532,John Madden
5961,34534,Andrew Niccol
5962,34536,Jeff Wadlow
5963,34540,Liev Schreiber
5964,34542,Mike Mills
5965,34800,Pete Michels
5966,34811,Jackie Chan
5967,35015,Benny Chan
5968,35347,Edward Buzzell
5969,35807,Eugene Jarecki
5970,35836,Andrzej Bartkowiak
5971,35957,Tony Scott
5972,36276,Rob McKittrick
5973,36289,Karyn Kusama
5974,36363,Alain Jessua
5975,36397,Lasse Hallström
5976,36401,Les Mayfield
5977,36477,Gen Sekiguchi
5978,36509,Werner Herzog
5979,36517,Scott Derrickson
5980,36519,Robert Schwentke
5981,36525,Tim Burton
5982,36527,Lexi Alexander
5983,36529,David Cronenberg
5984,36533,Roman Polanski
5985,36535,Bill Paxton
5986,36537,Bennett Miller
5987,36708,Tetsuya Nomura
5988,36850,Malcolm D. Lee
5989,36931,John Stockwell
5990,37211,Dave McKean
5991,37240,Steve Box
5992,37380,Shane Black
5993,37382,Jee-woon Kim
5994,37384,Krzysztof Kieslowski
5995,37386,Anatole Litvak
5996,37444,Hubert Sauper
5997,37475,Sturla Gunnarsson
5998,37477,Martin Scorsese
5999,37495,Danny Cannon
6000,37545,Mike Marvin
6001,37720,Curtis Hanson
6002,37727,Noah Baumbach
6003,37729,D.J. Caruso
6004,37731,Ang Lee
6005,37733,Cameron Crowe
6006,37736,Niki Caro
6007,37739,George Clooney
6008,37741,John Gatins
6009,37830,John Hillcoat
6010,37844,Rupert Wainwright
6011,37853,Anand Tucker
6012,37857,Marc Forster
6013,38038,Martin Campbell
6014,38061,Gore Verbinski
6015,38095,Darren Lynn Bousman
6016,38159,Ben Younger
6017,38164,Sergio Castellitto
6018,38198,Steve Rash
6019,38294,Takashi Miike
6020,38304,Lars von Trier
6021,38388,Guy Ritchie
6022,38583,Sam Mendes
6023,38798,Mark Dindal
6024,38886,Shane Meadows
6025,38992,Christian Carion
6026,39183,William F. Claxton
6027,39231,Aki Kaurismäki
6028,39234,Hideo Gosha
6029,39292,Roger Kumble
6030,39307,Stephen Gaghan
6031,39381,Hannu Tuomainen
6032,39400,Mikael Håfström
6033,39414,Christopher Smith
6034,39427,Joe Wright
6035,39435,Greg McLean
6036,39444,Neil Marshall
6037,39446,Mike Newell
6038,39449,James Mangold
6039,39516,Chris Columbus
6040,39715,Jon Favreau
6041,39801,Jean-Marc Vallée
6042,39869,Liam Lynch
6043,40148,Neil Jordan
6044,40278,Harold Ramis
6045,40339,Raja Gosnell
6046,40412,Laurence Dunmore
6047,40414,Dario Argento
6048,40478,Woody Allen
6049,40491,Hany Abu-Assad
6050,40578,Andrew Adamson
6051,40581,Peter Jackson
6052,40583,Rob Marshall
6053,40597,Thomas Bezucha
6054,40614,Barbara Kopple
6055,40617,Masaki Kobayashi
6056,40629,Shane Meadows
6057,40697,Richard Shepard
6058,40723,Robert Greenwald
6059,40732,Petter Næss
6060,40815,Gérard Oury
6061,40819,Tommy Lee Jones
6062,40826,Steven Spielberg
6063,40851,Susan Stroman
6064,40870,Duncan Tucker
6065,40946,Rob Reiner
6066,40955,Adam Shankman
6067,40959,Dean Parisot
6068,40962,Barry W. Blaustein
6069,40966,Lasse Hallström
6070,41014,Stephen Frears
6071,41285,Karel Kachyna
6072,41527,John Lasseter
6073,41566,Brian Yuzna
6074,41569,Terrence Malick
6075,41571,Makoto Shinkai
6076,41573,George Pal
6077,41617,Kihachi Okamoto
6078,41627,Heidi Ewing
6079,41712,Park Chan-Wook
6080,41716,David Caffrey
6081,41724,Pierre Morel
6082,41769,Eli Roth
6083,41828,Nicholaus Goossen
6084,41863,Kevin Reynolds
6085,41997,James Gartner
6086,42002,Wayne Wang
6087,42004,Cory Edwards
6088,42007,Len Wiseman
6089,42009,Albert Brooks
6090,42011,Sean McNamara
6091,42013,Hugh Hudson
6092,42015,Jackie Chan
6093,42018,Takashi Miike
6094,42176,Deepa Mehta
6095,42191,Marc Rothemund
6096,42285,Roger Donaldson
6097,42418,Joachim Rønning
6098,42422,Michael Winterbottom
6099,42556,John Gray
6100,42559,Justin Lin
6101,42602,John Whitesell
6102,42632,Kirk Jones
6103,42638,Robert Markowitz
6104,42718,James Wong
6105,42723,Sanaa Hamri
6106,42725,Michel Gondry
6107,42728,Ol Parker
6108,42730,Shawn Levy
6109,42732,Matthew O'Callaghan
6110,42734,Richard Loncraine
6111,42738,Simon West
6112,42740,Hunter Richards
6113,42761,Joe Roth
6114,42943,Adam Rapp
6115,42946,Frank Marshall
6116,43289,Aaron Seltzer
6117,43333,Wayne Kramer
6118,43376,Kurt Wimmer
6119,43396,Donald Petrie
6120,43419,Jim Sonzero
6121,43460,Richard Donner
6122,43549,Tom Dey
6123,43556,Curt Geda
6124,43558,Carlos Saldanha
6125,43560,Robert Towne
6126,43677,James McTeigue
6127,43679,Andy Fickman
6128,43684,Jason Reitman
6129,43708,Sidney Lumet
6130,43744,Spike Lee
6131,43836,Gavin Hood
6132,43869,Elizabeth Allen Rosenbaum
6133,43871,Rodman Flender
6134,43904,Brian Trenchard-Smith
6135,43908,Brian Trenchard-Smith
6136,43912,Aki Kaurismäki
6137,43914,Alexandre Aja
6138,43917,Brian Robbins
6139,43919,Rupert Murray
6140,43921,Florian Henckel von Donnersmarck
6141,43928,Seijun Suzuki
6142,43930,Liz Friedlander
6143,43932,Jeff Feuerzeig
6144,43936,Robert Bresson
6145,44004,Paul McGuigan
6146,44020,Pedro Almodóvar
6147,44022,Doug Atchison
6148,44189,Laís Bodanzky
6149,44191,William Brent Bell
6150,44193,Michael Caton-Jones
6151,44195,Rian Johnson
6152,44197,Dave Parker
6153,44199,Jake West
6154,44204,Kirby Dick
6155,44225,James Gunn
6156,44238,Dennis Dugan
6157,44241,Christian Volckman
6158,44243,Dani Levy
6159,44301,Nicole Holofcener
6160,44397,Andy Fickman
6161,44399,Neil Armfield
6162,44511,Georg Wilhelm Pabst
6163,44555,Jean-Pierre Dardenne
6164,44597,James Hanlon
6165,44613,David Zucker
6166,44633,David Slade
6167,44657,Robert Altman
6168,44665,Clark Johnson
6169,44694,Steve 'Spaz' Williams
6170,44709,Christophe Gans
6171,44719,Paul Weitz
6172,44731,Julian Jarrold
6173,44759,Prachya Pinkaew
6174,44761,J.J. Abrams
6175,44773,Barry Sonnenfeld
6176,44777,Paul Greengrass
6177,44788,Jessica Bendinger
6178,44828,Courtney Solomon
6179,44840,David Jacobson
6180,44849,Tim Johnson
6181,44851,Terry Zwigoff
6182,44864,Wolfgang Petersen
6183,44889,Ron Howard
6184,44929,Brett Ratner
6185,44931,Peyton Reed
6186,44937,Victor Salva
6187,44943,John Lasseter
6188,44972,Mary Harron
6189,44974,Michael Hoffman
6190,45028,Gaby Dellal
6191,45062,John Moore
6192,45074,Jared Hess
6193,45081,Alejandro Agresti
6194,45106,Frank Coraci
6195,45175,David Frankel
6196,45183,Gore Verbinski
6197,45186,Anthony Russo
6198,45208,Kevin Smith
6199,45210,M. Night Shyamalan
6200,45221,Ivan Reitman
6201,45361,Sofia Coppola
6202,45382,Chris Paine
6203,45431,Davis Guggenheim
6204,45440,Bryan Gordon
6205,45442,Kenny Ortega
6206,45447,Caveh Zahedi
6207,45499,Stephen Woolley
6208,45501,Ronny Yu
6209,45503,Justin Lin
6210,45517,Tim Hill
6211,45635,Sam Dunn
6212,45648,Howard Franklin
6213,45658,Bryan Singer
6214,45662,Mat Whitecross
6215,45666,Stuart Gordon
6216,45668,Billy Kent
6217,45672,Jonathan Dayton
6218,45720,Carol Reed
6219,45722,Alejandro G. Iñárritu
6220,45726,Paul Dinello
6221,45728,Patrick Creadon
6222,45730,Jean-Pierre Melville
6223,45732,Federico Fellini
6224,45880,Keenen Ivory Wayans
6225,45928,Gil Kenan
6226,45950,David R. Ellis
6227,45969,Woody Allen
6228,46062,Adam McKay
6229,46105,Shawn Levy
6230,46231,Oliver Stone
6231,46322,Marc Forster
6232,46335,Michael Mann
6233,46337,Gabriele Muccino
6234,46347,Betty Thomas
6235,46367,John A. Davis
6236,46530,Mark Neveldine
6237,46559,Isabel Coixet
6238,46572,Tony Giglio
6239,46574,Patrick Stettner
6240,46578,Anne Fletcher
6241,46664,Peter Hewitt
6242,46723,Masaaki Yuasa
6243,46772,Ryan Fleck
6244,46850,Emmanuel Carrère
6245,46855,Terry Gilliam
6246,46862,Anders Thomas Jensen
6247,46865,Martha Coolidge
6248,46948,Steve Pink
6249,46965,Enzo Barboni
6250,46967,Robert Wise
6251,46970,Neil Burger
6252,46972,Stephen Frears
6253,46974,Jay Chandrasekhar
6254,46976,Ericson Core
6255,47044,Bryan Barber
6256,47099,Albert Lamorisse
6257,47122,Luc Besson
6258,47124,Alfred J. Goulding
6259,47200,Maurizio Nichetti
6260,47202,Jay Duplass
6261,47254,Neil LaBute
6262,47261,Ken Loach
6263,47382,Christopher Smith
6264,47384,Allen Coulter
6265,47404,Renny Harlin
6266,47423,Tony Goldwyn
6267,47446,Laurie Collyer
6268,47465,Mike Judge
6269,47491,Heidi Ewing
6270,47516,Kim Ki-duk
6271,47518,Roberto Benigni
6272,47538,Darren Aronofsky
6273,47566,Alain Berbérian
6274,47610,Michel Gondry
6275,47629,Brian De Palma
6276,47640,Lucky McKee
6277,47644,Phil Joanou
