,movieId,plot
4246,6195,A critically acclaimed book vanished. Its author forgotten. One reader determined to find out why.
4247,6196,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem."
4248,6197,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood."
4249,6201,"The story of Lady Jane Grey, who was Queen of England for only nine days."
4250,6202,"Zaza is a 31-year old Israeli bachelor, handsome and intelligent, and his family wants to see him married. But tradition dictates that Zaza has to choose a young virgin. She must be beautiful and from a good family, preferably rich. Zaza's parents, Yasha and Lily drag Zaza to meet potential brides and their families. Zaza has no choice. He plays along with his family, advocates of the suffocating traditions of their Georgian Jewish heritage. But Zaza always manages to somehow get out of being engaged. What his parents don't know is that Zaza is already in love. Judith is sensuous, strong and intriguing. She's also a divorcée with a 6-year-old daughter. So Zaza has kept Judith a secret from his family. He will have to choose between respect of the strict confines of family and tradition, or the love of his life.::Anonymous"
4251,6203,"A filthy rich businessman bets a corporate rival that he can live on the streets of L.A. without the comforts of home or money, which proves to be tougher than he thought."
4252,6204,A high school teacher from a troubled inner city Washington D.C. neighborhood becomes a super-powered hero and takes on the gang that has been terrorizing his streets.
4253,6210,"Violence in Korean High School, especially inside the WaSanGo (Volcano High). You won't be able to escape."
4254,6212,"When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to get him to prove her innocence, and proceeds to wreak havoc on his middle-class life."
4255,6213,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.
4256,6214,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
4257,6215,"When an uptight young man and his fiancée move into his libertine mother's house, the resulting clash of life attitudes shakes everyone up."
4258,6216,A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.
4259,6217,"Meet four neighboring, suburban families, each with their own problems."
4260,6218,"Two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional soccer."
4261,6219,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.
4262,6220,A young man with an unusual connection to rats uses them at his own sociopathic will.
4263,6222,A young woman struggles with depression during her first year at Harvard.
4264,6223,"A drug dealer introduces one of his customers, a 'speed freak', to the man who runs the meth lab. A crazy three-day adventure ensues."
4265,6225,"The temporary physical life of the Biblical Savior, Jesus Christ."
4266,6228,An escaped prisoner has to prove his innocence to a stuffy law professor with the help of a spirited school teacher.
4267,6232,"The story of George and Joy Adamson and the orphaned lion cub, Elsa, they adopt."
4268,6234,A psychiatrist attempts to uncover a troubled stable boy's disturbing obsession with horses.
4269,6235,"A boy in Nazi Germany, trying to conceal that he is Jewish, joins the Hitler Youth."
4270,6237,Biography of bandleader Glenn Miller from his beginnings to his death over the English Channel in December 1944.
4271,6238,"A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that."
4272,6239,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.
4273,6241,Marion is about to divorce from her husband and takes her 15-year-old niece Pauline on a vacation to Granville. She meets an old love...
4274,6242,A reporter and her ex-husband investigate a cursed video tape that is rumored to kill the viewer seven days after watching it.
4275,6244,"Young Krishna struggles to survive among the drug dealers, pimps, and prostitutes in the back alleys and gutters of India."
4276,6245,"Taxi dancer Charity continues to have Faith despite endless disappointments at its hands, and Hope that she will finally meet the man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it."
4277,6246,"Virgil Sweet is on the verge of losing his job as a talent scout with the California Angels when he discovers Sammy Bodeen, a country boy with no pro ball experience, but with a pitching arm no one has seen the like of."
4278,6249,"Two straight men mistakenly end up on a ""gays only"" cruise."
4279,6250,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.
4280,6251,"When Piglet comes up missing his Hundred Acre Wood friends use Piglet's own Book of Memories to find him, discovering along the way just how big a role he's played in their lives."
4281,6252,A small-town woman tries to achieve her goal of becoming a flight attendant.
4282,6254,"A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought."
4283,6263,A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.
4284,6264,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.
4285,6265,"When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman, Mays Gilliam is unexpectedly picked as his replacement."
4286,6266,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
4287,6267,"An aging hitman gets a contract to kill a General in Buenos Aires, Argentina. But when his mark becomes unavailable, he becomes involved in Argentinian tango culture."
4288,6268,"A Lower East Side teen-ager struggles to find some sanity while surrounded by an eccentric grandmother, a crazy new girlfriend, and a longing younger brother."
4289,6269,"In 1995, director Steve James (of 'Hoop Dreams') returned to rural Southern Illinois to reconnect with Stevie Fielding, a troubled young boy to whom he had been an ""Advocate Big Brother"" ten years earlier."
4290,6270,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
4291,6271,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew."
4292,6273,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
4293,6279,An aging gambler on a losing streak attempts to rob a casino in Monte Carlo. But someone's already tipped off the cops before he even makes a move.
4294,6280,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.
4295,6281,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax."
4296,6283,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."
4297,6285,"After two decades in prison for murder, a man is released on parole and returns to his hometown seeking redemption."
4298,6286,"M arrives in Helsinki only to be viciously attacked by thugs and pronounced dead by medics. He revives but with no memory of his past or his identity. He rebuilds his life from scratch, but the past inevitably catches up with him."
4299,6287,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
4300,6288,A group of over-achieving East Asian American high school seniors enjoy a power trip when they dip into extracurricular criminal activities.
4301,6289,"James Cameron and Bill Paxton, director and actor of the 1997 film Titanic, travel to the final undersea resting place of the ill-fated ship of dreams."
4302,6290,Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.
4303,6291,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
4304,6294,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination."
4305,6295,"A successful executive in the cosmetic industry has three sexy girlfriends in three different states. When they decide to visit him in L.A., he's in big trouble."
4306,6296,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.
4307,6297,A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
4308,6298,"A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper."
4309,6299,"Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents."
4310,6300,"A gang of 4 Danish criminals are ordered by Færingen to steal a bag from a safe. When they see DKK4,000,000 in the bag, they keep it for themselves and head for Spain. They end up in a ruin of an old restaurant on Funen and renovate it."
4311,6301,A young American and his English wife come to rural England and face increasingly vicious local harassment.
4312,6302,"Enterprising journalist Audrey Ames (Peggie Castle) is determined to get the scoop on enormous grasshoppers that were accidentally created at the Illinois State experimental farm, and she endeavors to save Chicago despite a military cover-up.::Anonymous"
4313,6303,"A team of top scientists work feverishly in a secret, state-of-the-art laboratory to discover what has killed the citizens of a small town and learn how this deadly contagion can be stopped."
4314,6305,"In an oppressive future, a fireman whose duty is to destroy all books begins to question his task."
4315,6306,"First-time filmmaker and award-winning photographer Sam Jones documents the recording of Wilco's album, ""Yankee Hotel Foxtrot."""
4316,6308,"A New York district attorney works and flirts with his adversary and her kooky artist client, who is on trial for a murder she didn't commit."
4317,6310,"On his girlfriend's insistence, a disgruntled man tries to make peace with his high-spirited, street-smart and often irritatingly careless father, a failed actor who never quit his dream to be a success."
4318,6313,A frustrated woman's life gets even more frustrating once she gets into an affair with a man who suffers a fatal heart attack after their fling.
4319,6314,"A spy couple on maternity leave in New Orleans, entertained by a mugger named Muerte, is called in when Novacek steals explosives."
4320,6315,A rookie high school football coach has a harder time than she expected trying to whip her tough inner city team into shape.
4321,6316,"An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience."
4322,6319,"To impress a boy while on vacation with her divorced father, Veronique pretends that her father is her lover."
4323,6320,"On their 16th anniversary, a married couple's trip to a Beverly Hills mall becomes the stage for personal revelations and deceptions."
4324,6322,"Jake Vig is a consummate grifter about to pull his biggest con yet, one set to avenge his friend's murder. But his last scam backfired, leaving him indebted to a mob boss and his enforcer."
4325,6323,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one."
4326,6324,"This is the story of a dysfunctional New York family, and their attempts to reconcile."
4327,6327,A documentary examining the decade of the 1970s as a turning point in American cinema. Some of today's best filmmakers interview the influential directors of that time.
4328,6329,"After attacking another player with a bat during baseball at school, Lyle's sent to the psych ward. He meets other teenagers with problems. Will group therapy help?"
4329,6330,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.
4330,6331,Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.
4331,6332,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true."
4332,6333,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
4333,6334,A troubled young woman is encouraged by a teacher to enter a poetry contest.
4334,6335,A police detective in a South American country is dedicated to hunting down a revolutionary guerilla leader.
4335,6336,"During the war between Iran and Iraq, a group of Iranian Kurd musicians set off on an almost impossible mission. They will try to find Hanareh, a singer with a magic voice who crossed the border and may now be in danger in the Iraqi Kurdistan. As in his previous films, this Kurdish director is again focusing on the oppression of his people.::up and out"
4336,6337,A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.
4337,6338,"Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center."
4338,6339,A bank robber arrives to do a job in a small French town and strikes up a friendship with a retired poetry teacher.
4339,6341,"A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation."
4340,6342,"Romance, politics, sex and humor all collide during two men's 11-year journey of passion, self-discovery and adventure."
4341,6344,"Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve."
4342,6345,Hopefuls try out before a demanding director for a part in a new musical.
4343,6347,"An aspiring DJ, from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and culture."
4344,6348,A developer tries to bulldoze a community recreation center. The local breakdancers try to stop it.
4345,6349,A struggling young jazz dancer meets up with two break-dancers. Together they become the sensation of the street crowds.
4346,6350,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
4347,6357,"With socialite Tracy Lord about to remarry, her ex-husband - with the help of a sympathetic reporter - has 48 hours to convince her that she really still loves him."
4348,6358,"An ex-husband and wife team star in a musical version of 'The Taming of the Shrew'; off-stage, the production is troublesome with ex-lovers' quarrels and two gangsters looking for some money owed to them."
4349,6365,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
4350,6367,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author."
4351,6368,"This documentary about the culture of intense cinephilia in New York City reveals the impassioned world of five obsessed movie buffs. The filmmakers expose this delightfully deranged cult by capturing the daily lives of its members. Interviews in movie houses, on the street and in the homes of the subjects tell the story of each individual. Many cannot hold a job, or choose not to. All of them have demoted the importance of the real world, giving all of their attention to the fantasy world of the movies. These human encyclopedias of cinema see two to five films a day, and from 600 to 2,000 films per year. Many have no physical sex lives, living instead in a world of romance with stars like James Dean or Audrey Hepburn. In Cinemania, Hollywood's biggest fans become the true stars. This is the story of their lives, their memories, their unbending habits and the films they love.::Miriam Hopkins"
4352,6370,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship."
4353,6371,Two thieves take control of an ancient weapon designed to defend the canal city of Altomare.
4354,6373,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.
4355,6374,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy."
4356,6375,Documentary about the music group They Might Be Giants.
4357,6376,"On an impoverished Italian island, a free-spirited woman is accused of madness by townspeople fed up with her antics."
4358,6377,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
4359,6378,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally."
4360,6379,"Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate."
4361,6380,"Documentary on the Friedmans, a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes."
4362,6382,"A violin prodigy and his father travel to Beijing, where the father seeks the means to his son's success while the son struggles to accept the path laid before him."
4363,6383,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.
4364,6385,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize."
4365,6386,A half-American Indian and half-white teenager evolves into a hardened killer as he tracks down his parents' murderers.
4366,6387,"A romantic and action packed story of three best friends, a group of high end art thieves, who come into trouble when a love-triangle forms between them."
4367,6390,"A musical remake of Ninotchka: After three bumbling Soviet agents fail in their mission to retrieve a straying Soviet composer from Paris, the beautiful, ultra-serious Ninotchka is sent to complete their mission and to retrieve them. She starts out condemning the decadent West, but gradually falls under its spell with the help of Steve Canfield, an American movie producer.::John Oswalt <jao@jao.com>"
4368,6395,"The military attempts to contain a manmade combat virus that causes death and permanent insanity in those infected, as it overtakes a small Pennsylvania town."
4369,6400,"Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida."
4370,6402,A British man with a peculiar curse goes on a low-rent bus tour in Australia.
4371,6405,The treasure seeking adventures of young Jim Hawkins and pirate captain Long John Silver.
4372,6407,"During the housing shortage of the Summer Olympic Games in 1964, two men and a woman share a small apartment in Tokyo, and the older man soon starts playing Cupid to the younger pair."
4373,6408,Hilarious documentary on the wildlife of the Namib Desert.
4374,6410,"A comedic take on the daily life of car-wash employees, chronicling their hopes, fears, joys, dreams, and tribulations, and meeting some eccentric customers along the way."
4375,6412,"Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy."
4376,6415,"Federico Fellini accepts the request of a television crew to be interviewed about his career, narrating memories, dreams, realities and fantasies."
4377,6417,"After A US senator is killed, A Bomb Disposal Expert is brought in to investigate the deadly explosive and must uncover the terrorists plan."
4378,6422,"During the Civil War, a Virginia farmer and his family vow to remain neutral, but one of the sons is captured by Union soldiers, sending the farmer to his rescue."
4379,6424,"A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight""."
4380,6425,A college athlete returns from the dead to help his brother's basketball team win the NCAA title.
4381,6427,"After the enforced absence of their father, three children move with their mother to Yorkshire, where during their adventures they attempt to discover the reason for his disappearance."
4382,6428,"Nun Sara (Shirley MacLaine) is on the run in Mexico and is saved from cowboys by Hogan (Clint Eastwood), who is preparing for a future mission to capture a French fort. The pair become good friends, but Sara never does tell him the true reason behind her being outlawed."
4383,6429,A cowboy's obsession with a stolen rifle leads to a bullet-ridden odyssey through the American West.
4384,6433,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention."
4385,6434,"A platoon of special ops are tasked to parachute into the remote Burmese jungle and destroy a strategic Japanese radar station, but getting out isn't as easy."
4386,6436,"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff."
4387,6440,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
4388,6442,A 1931 Spanish military deserter finds himself on a lonely farm until the farmer's four daughters pay a visit and he falls for all of them.
4389,6448,"After an oil company plane crashes in the Sahara, the survivors are buoyed with hope by one of the passengers, an airplane designer who plans for them to build a flyable plane from the wreckage."
4390,6449,An ambitious young executive chooses a loveless marriage and an unfulfilling personal life in exchange for a successful Wall Street career.
4391,6452,"Accused barn burner and conman Ben Quick arrives in a small Mississippi town and quickly ingratiates himself with its richest family, the Varners."
4392,6453,"In this blend of documentary and fictional narrative from pioneering filmmaker Robert Flaherty, the everyday trials of life on Ireland's unforgiving Aran Islands are captured with attention to naturalistic beauty and historical detail."
4393,6454,"A lawyer defends her father accused of war crimes, but there is more to the case than she suspects."
4394,6460,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges."
4395,6461,The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiowa tribe.
4396,6464,"A dim-witted teenager and his new coworker try to save the old burger joint they work for from failing after the opening of a brand new burger restaurant across the street, which's planning to put them out of business."
4397,6465,Queen Elisabeth I travels 400 years into the future to witness the appalling revelation of a dystopian London overrun by corruption and a vicious gang of punk guerrilla girls led by the new Monarch of Punk.
4398,6466,An ethnic Indian family is expelled from Idi Amin's Uganda in 1972 and lives in Mississippi 17 years later. The dad sues Uganda to get his property back. The grown daughter falls in love with a black man.
4399,6476,"After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past."
4400,6477,"14-year-old Bernadette Soubirous, living in a small town in the south of 1850s France, claims to have seen a divine vision, prompting extreme skepticism, concern from her family, and religious and political turmoil."
4401,6480,"Millie Dillmount comes to town in the roaring twenties to encounter flappers, sexuality, and white slavers."
4402,6482,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.
4403,6483,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing."
4404,6484,Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.
4405,6493,A writer must turn out a novel in thirty days or face the wrath of loan sharks.
4406,6502,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
4407,6503,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.
4408,6506,Two very different hitmen find themselves to be in each other's way. They use all their skill to solve the problem.
4409,6509,"A lonely widow meets a much younger Arab worker in a bar during a rainstorm. They fall in love, to their own surprise and to the outright shock of their families, colleagues, and drinking buddies."
4410,6510,"A fired TV salesman in Arizona decides to move to Butte, MT, in his car with his girlfriend. She meets a single housepainter."
4411,6514,A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.
4412,6515,"The public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control."
4413,6516,"An opportunistic businessman tries to pass off a mysterious impostor as the Grand Duchess Anastasia, and she is so convincing that even the biggest skeptics believe her."
4414,6517,Babe Ruth becomes a baseball legend but is unheroic to those who know him.
4415,6523,"Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends."
4416,6527,"In France during the late 18th Century, a man sets out to avenge the death of his friend at the hands of a master swordsman."
4417,6528,"Two mismatched sets of identical twins, one aristocrat, one peasant, mistakenly exchange identities on the eve of the French Revolution."
4418,6530,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.
4419,6533,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.
4420,6534,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
4421,6535,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing."
4422,6536,The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.
4423,6537,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.
4424,6538,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics."
4425,6539,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
4426,6541,"In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission."
4427,6542,"In WWII, a Finnish sniper is left chained to a rock by German soldiers, while a captain of the Red Army, en route to his court martial, is almost blown up by Russian planes. A Lapp woman gives a shelter to both of them at her farm."
4428,6545,"A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle."
4429,6547,"Set in 1955, the residents of a small Montana community are forced to move their homes to make way for a new dam."
4430,6548,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.
4431,6549,"A teenager (Moore), disillusioned by too many examples of love gone wrong, refuses to believe that true love exists. Then this new guy (Ford) comes along..."
4432,6550,"After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy."
4433,6551,A dramedy that centers on a self-procalimed anarchist and his like-minded friends.
4434,6552,Irregular migrants Okwe and Senay work at a posh London hotel and live in constant fear of deportation. One night Okwe stumbles across evidence of a bizarre murder setting off a series of events that could lead to disaster or freedom.
4435,6553,"A solitary embalmer meets a charming and unemployed waiter who becomes his assistant, but the two get involved in a morbid and unhealthy professional and personal relationship."
4436,6554,"The story of a young garage band in Sydney, Australia trying to make it big."
4437,6557,"Margaret teaches a gorilla sign language etc. When the gorilla owner takes it back to make money from shows, Margaret's rebellious teenage son steals it. They're off on a road trip to the Canadian border."
4438,6558,"A homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her."
4439,6559,"Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother."
4440,6560,"An unconventional cop who doesn't take any bull, is paired up with an amazing detective to capture some powerful criminals but the cop soon realizes that his by the book partner has split personality disorder."
4441,6561,"An impoverished backward nation declares a war on the United States of America, hoping to lose, but things don't go according to plan."
4442,6563,"A singer, whose career has gone on a downward spiral, is forced to make a comeback to the performance stage for a benefit concert."
4443,6564,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her."
4444,6565,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
4445,6566,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
4446,6567,A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.
4447,6568,"After a series of Broadway flops, songwriter Bert Hanley (Dixon) goes to work at a musical camp for young performers. Inspired by the kids, he finds an opportunity to regain success by staging an altogether new production."
4448,6571,"This is the story of those who live as if every day was a constant Sunday, those who spend their Mondays in the sun. The story of people who worked in a dockyard but are now unemployed."
4449,6572,By chance 3 employees rob their bank the same weekend.
4450,6573,A successful businessman goes to Italy to arrange for the return of his tycoon father's body only to discover dad died with his long-time mistress.
4451,6574,"A terrorist hunter is hired by a scientist to deactivate her android double, a walking, talking, murderous nuclear bomb which has gone amok in the big city and is about to explode."
4452,6577,"David's brother, Kurt, defeats Po in Kickboxer (1989). A year after Po kills Kurt, David, who has a kickboxing gym in LA, is manipulated into a match against Po."
4453,6578,"Jealous piano teacher Orville Spooner sends his beautiful wife, Zelda, away for the night while he tries to sell a song to famous nightclub singer Dino, who is stranded in town."
4454,6579,"In West Berlin during the Cold War, a Coca-Cola executive is given the task of taking care of his boss' socialite daughter."
4455,6581,"When a bored Holmes eagerly takes the case of Gabrielle Valladon after an attempt on her life, the search for her missing husband leads to Loch Ness and the legendary monster."
4456,6582,"An officially ""dead"" cop is trained to become an extraordinary unique assassin in service of the US President."
4457,6583,"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city."
4458,6584,"In Woody Allen's directorial debut, he took the Japanese action film Kokusai himitsu keisatsu: Kagi no kagi (1965) and re-dubbed it, changing the plot to make it revolve around a secret egg salad recipe."
4459,6586,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
4460,6587,Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.
4461,6588,A jazz singer and a British jewel thief are brought together by their mutual desire to forget the past.
4462,6591,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
4463,6592,An introspective dentist's suspicions about his wife's infidelity stresses his mental well being and family life to the breaking point.
4464,6593,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
4465,6595,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it."
4466,6596,French vs. American social customs and behaviors are observed in a story about an American visiting her Frenchman-wed sister in Paris.
4467,6597,"Raised by assassins, Yuki is the last of the Takemikazuchi royal bloodline. A deadly weapon in her own right, she learns the gruesome truth about the death of her beloved mother and joins forces with a mysterious rebel leader."
4468,6598,Surfers and secret spots from around the world are profiled in this documentary.
4469,6603,"A celebrated actor struggles to distinguish his own life from that of his most recent stage role, Othello."
4470,6604,Totò and his son Ninetto are drifting on a road in Italy when they meet a speaking crow.
4471,6609,The life of Jesus Christ according to the Gospel of Matthew. Pasolini shows Christ as a Marxist avant-la-lettre and therefore uses half of the text of Matthew.
4472,6611,An elderly man and his dog struggle to survive on his government pension in Rome.
4473,6612,"This compelling documentary details the strange-but-true murder trial of Delbert Ward, accused of the mercy killing of his brother in rural upstate NY. This real-life murder mystery won the Audience Award at Sundance."
4474,6614,"Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He's also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating."
4475,6615,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too."
4476,6616,"Four skaters follow their idol on his summer tour in an attempt to get noticed, get sponsored, and become stars themselves."
4477,6617,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.
4478,6618,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
4479,6619,A grown-up woman who kept her childish instincts and behavior starts working as the nanny of an 8-year-old girl who actually acts like an adult. But everything ends right-side up.
4480,6620,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.
4481,6624,A government agent trains Cody Banks in the ways of covert operations that require younger participants.
4482,6625,"A group of junior high kids don't want to go to summer camps chosen by their parents. They make their own adult-free camp and ""hire"" an ex drama teacher to help."
4483,6628,Harkin Banks heads to skiing championships in California. A teen runaway tags along as he parties and competes with friends and foes.
4484,6629,"An associate burns down a wax museum with the owner inside, but he survives only to become vengeful and murderous."
4485,6631,A genetically engineered dog escapes from the science facility where it was created. A family takes it in unaware of its deadly instincts which soon emerge. The scientist who created the dog tries to find it before its too late.
